SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500696,HIND UNI LT ,A ,Q,1691.00,1741.00,1687.00,1735.75,1735.75,1686.15,4486,152744,263917941.00,
500710,AKZOINDIA   ,A ,Q,1620.00,1625.10,1608.00,1613.90,1619.85,1602.95,71,199,322009.00,
500730,NOCIL LTD   ,A ,Q,116.90,117.75,114.80,115.30,115.30,116.95,860,55346,6396115.00,
500770,TATA CHEM.  ,A ,Q,601.35,623.60,601.00,619.10,619.10,603.60,4544,173607,106407367.00,
500777,T.P.L.      ,B ,Q,36.00,36.20,35.50,35.65,35.50,35.55,82,11272,405646.00,
500780,ZUARIGLOB   ,B ,Q,91.90,94.40,91.05,92.80,93.05,92.85,174,13973,1297144.00,
500790,NESTLE (I)  ,A ,Q,10309.95,10522.85,10270.00,10452.60,10448.90,10284.05,765,2524,26285747.00,
500800,TATAGLOBAL  ,A ,Q,220.00,237.90,218.60,235.30,235.30,220.60,12710,1556504,355826376.00,
500820,ASIAN PAINTS,A ,Q,1306.90,1329.00,1301.75,1318.15,1318.15,1307.00,2250,54789,72194078.00,
500825,BRITANIA IND,A ,Q,2715.00,2785.70,2711.50,2777.95,2780.00,2715.35,1476,16311,45006905.00,
500830,COLGATE PALM,A ,Q,1120.00,1144.50,1112.00,1142.25,1142.25,1122.90,658,11919,13498104.00,
500840,EIH LTD.    ,A ,Q,187.45,187.45,178.05,180.45,180.45,182.70,120,2172,395418.00,
500850,INDIAN HOTEL,A ,Q,141.25,150.50,140.15,143.15,143.00,141.90,1520,91262,13226807.00,
500870,CASTROL     ,A ,Q,141.30,144.00,140.85,143.20,143.20,141.85,471,42462,6046766.00,
500875,ITC LTD.    ,A ,Q,296.15,302.25,295.00,301.40,301.40,294.70,11304,551304,164691241.00,
500877,APOLLO TYRES,A ,Q,176.60,178.80,175.20,177.00,177.00,176.20,708,83341,14745286.00,
500878,CEAT LIMITED,A ,Q,941.05,965.00,939.50,950.65,948.40,944.60,886,31914,30401120.00,
500940,FINOLEX IND.,A ,Q,445.00,451.90,444.00,449.10,444.00,443.55,88,1893,842791.00,
501148,DALAL ST INV,XT,Q,250.70,250.70,250.70,250.70,250.70,255.80,2,25,6267.00,
501150,CENTRUM CAP ,A ,Q,29.00,29.90,28.45,29.60,29.60,29.10,91,27655,808553.00,
501242,TCI FINANCE ,B ,Q,13.30,13.30,13.30,13.30,13.30,13.40,2,100,1330.00,
501298,INDUS.&PRUD.,X ,Q,895.00,899.00,895.00,898.25,899.00,893.25,3,52,46708.00,
501301,TATA INVEST.,A ,Q,860.00,862.55,852.30,861.15,861.15,861.10,89,806,690864.00,
501314,GROMOTRADE  ,X ,Q,444.50,446.00,444.40,444.65,444.70,444.65,156,8360,3720745.00,
501370,WALCHAND PF ,X ,Q,77.00,80.10,77.00,80.10,80.10,77.00,3,15,1185.00,
501423,SHA ENG PLA ,X ,Q,722.95,722.95,696.05,701.75,705.50,717.30,35,739,525242.00,
501425,BOM.BURMAH  ,A ,Q,1146.60,1147.55,1115.70,1126.60,1121.30,1132.00,540,4987,5614468.00,
501430,BOM.CYCLE   ,X ,Q,2096.40,2096.40,2050.00,2096.40,2096.40,1996.60,22,62,129720.00,
501455,GREAVES COTT,A ,Q,134.60,138.20,134.15,137.45,136.90,134.75,339,15978,2185139.00,
501700,INDIA NIVEH ,X ,Q,66.60,66.70,66.50,66.65,66.65,66.65,37,5934,395187.00,
501831,COAST CORP  ,X ,Q,294.00,294.00,275.10,292.25,292.00,282.50,112,12047,3441977.00,
502015,ASIIL       ,X ,Q,12.50,12.50,12.25,12.32,12.25,12.53,15,11890,146182.00,
502090,SAGAR CEM.  ,B ,Q,595.85,595.85,582.00,592.05,595.00,578.35,16,204,120154.00,
502137,DECAN CEMENT,B ,Q,387.00,387.00,374.10,377.45,377.00,386.95,20,246,94607.00,
502157,MANGALAM CEM,B ,Q,250.00,253.95,244.40,245.60,245.60,254.85,41,356,87721.00,
502168,N C L IND.  ,B ,Q,134.65,134.95,132.25,134.20,134.00,132.80,23,424,56738.00,
502175,SAURAS.CEM. ,X ,Q,45.00,45.90,44.70,45.35,45.40,45.65,31,4819,216951.00,
502180,SRI DIGV CEM,X ,Q,15.00,15.70,14.90,15.50,15.50,15.00,262,164818,2522520.00,
502219,BOROSIL GLAS,B ,Q,193.50,195.90,189.40,191.70,189.40,193.40,448,12315,2384447.00,
502271,RAASI REFRAC,XT,Q,4.65,4.65,4.65,4.65,4.65,4.75,3,1301,6049.00,
502281,TRIVENI GLAS,XT,Q,9.20,9.45,9.00,9.20,9.20,9.00,38,7200,66919.00,
502330,IPAPPM      ,B ,Q,387.20,389.00,382.80,384.95,384.95,385.45,250,3982,1534218.00,
502355,BALKRISH IND,A ,Q,787.70,798.50,778.55,794.30,794.30,786.50,770,18765,14827965.00,
502407,NATH PULP   ,X ,Q,64.00,64.00,63.00,63.00,63.00,65.00,6,587,37066.00,
502420,ORIENT PAPER,B ,Q,30.55,30.75,30.40,30.50,30.75,30.60,168,21633,661568.00,
502445,CITADEL     ,X ,Q,17.50,17.50,16.00,16.00,16.00,16.00,5,514,8232.00,
502448,ROLLATAINER ,T ,Q,2.13,2.25,2.12,2.21,2.25,2.23,5,1500,3293.00,
502450,SESHA.PAPER ,B ,Q,915.00,936.00,915.00,935.95,936.00,925.00,10,102,95021.00,
502460,SOLID CONT. ,XT,Q,22.10,22.10,22.10,22.10,22.10,21.70,1,10,221.00,
502587,RAMA PULP   ,X ,Q,65.45,65.45,61.60,61.60,61.60,63.40,6,173,10775.00,
502589,VAPI PAPER  ,XT,Q,11.13,11.13,11.13,11.13,11.13,10.60,1,100,1113.00,
502742,SINTEX IND. ,B ,Q,7.35,7.39,7.19,7.26,7.21,7.28,202,152608,1110426.00,
502820,DCM LTD.    ,B ,Q,55.30,56.50,55.30,56.25,56.25,55.20,21,1288,72044.00,
502865,FORBES & CO ,B ,Q,2010.05,2074.00,1996.00,2002.95,2002.95,1999.55,166,1018,2055331.00,
502873,H.P.COTTON  ,X ,Q,36.20,36.20,36.20,36.20,36.20,34.95,2,11,398.00,
502901,JAMSHRI RANJ,X ,Q,1700.00,1700.00,1700.00,1700.00,1700.00,1661.10,2,2,3400.00,
502937,KESORAM IND ,B ,Q,65.00,65.30,63.75,64.50,64.90,64.80,156,13352,862727.00,
502958,LAKSHMI MILL,X ,Q,2085.00,2270.00,2085.00,2261.70,2261.70,2265.00,5,31,67006.00,
502986,VARDH TEXT  ,A ,Q,1105.25,1107.15,1090.00,1093.45,1090.00,1105.35,21,47,51650.00,
503015,MODERN INDIA,XT,Q,66.50,66.50,66.50,66.50,66.50,63.35,14,7762,516173.00,
503031,PENLAND LTD ,B ,Q,7.09,7.79,6.37,7.04,7.04,7.12,836,374808,2537271.00,
503100,PHOENIX MILL,A ,Q,619.00,620.95,595.00,599.55,599.05,618.70,197,1105,674435.00,
503127,RAJA BAHADUR,XT,Q,1050.00,1050.00,1050.00,1050.00,1050.00,1000.00,1,1,1050.00,
503162,REL.CHEMOTX ,X ,Q,76.60,80.00,72.00,75.15,75.15,78.15,80,5441,405001.00,
503169,RUBY MILLS  ,B ,Q,242.00,254.00,242.00,245.20,245.20,241.00,82,529,130666.00,
503229,SIMPLEX REAL,X ,Q,69.45,69.50,69.45,69.50,69.50,66.20,2,100,6947.00,
503310,SWAN ENG    ,A ,Q,99.50,102.65,98.55,101.90,101.00,100.95,747,135907,13540649.00,
503349,VICTORIA MIL,X ,Q,2407.00,2407.00,2370.00,2382.50,2370.00,2300.00,11,21,50453.00,
503657,VEER ENERGY ,X ,Q,9.95,9.95,9.21,9.67,9.67,9.82,41,5015,48828.00,
503663,TILAK       ,X ,Q,0.61,0.61,0.61,0.61,0.61,0.62,7,10051,6131.00,
503722,BANSW.SYNTEX,B ,Q,55.50,60.50,55.45,59.05,60.50,56.65,27,298,17129.00,
503776,MODIPON     ,X ,Q,21.45,21.45,21.45,21.45,21.45,20.50,1,1,21.00,
503806,SRF LIMITED ,A ,Q,2775.00,2823.75,2747.20,2800.05,2800.05,2765.15,2031,30173,84078070.00,
503811,SIYARAM SILK,B ,Q,329.00,330.00,317.50,319.90,324.00,324.20,39,565,183502.00,
503816,SWAD.POLYTEX,XT,Q,35.80,35.80,34.85,34.90,34.95,35.10,7,166,5807.00,
503831,FOMENTO HOTE,X ,Q,104.95,104.95,104.95,104.95,104.95,105.50,1,20,2099.00,
503960,BHARAT BIJLE,B ,Q,980.00,983.00,970.00,974.65,983.00,979.95,88,650,633849.00,
504000,ELPRO INTER ,X ,Q,47.30,47.35,46.60,46.95,47.00,47.00,19,9514,448322.00,
504008,EMCO LTD.   ,T ,Q,2.19,2.19,2.06,2.16,2.16,2.15,7,1510,3204.00,
504028,GEE LTD     ,X ,Q,29.00,29.00,28.95,29.00,29.00,28.55,4,203,5884.00,
504036,HIND.RECT   ,B ,Q,115.50,118.90,114.25,116.40,116.40,114.50,65,4760,550491.00,
504058,NIPPOBATRY  ,B ,Q,499.95,508.75,495.00,505.75,508.75,487.20,47,209,104690.00,
504067,ZENSAR TECH.,A ,Q,246.00,247.50,245.10,246.30,247.00,246.05,218,2506,617187.00,
504076,JYOTI LTD.  ,XT,Q,8.99,8.99,8.99,8.99,8.99,9.45,1,1000,8990.00,
504092,INDOKEM LTD.,X ,Q,9.60,10.30,9.60,10.30,10.30,10.00,10,1062,10633.00,
504093,PANA ENERG  ,X ,Q,195.00,195.00,186.00,188.65,188.65,192.10,90,2695,510455.00,
504112,NELCO LTD.  ,B ,Q,268.00,274.00,266.00,269.55,269.55,268.95,298,10175,2751045.00,
504132,PERM MAGNETS,X ,Q,143.00,153.30,138.05,140.00,138.05,141.20,81,4110,589763.00,
504176,HIGH ENERGY ,X ,Q,202.70,229.50,202.70,224.00,224.00,226.95,14,858,192949.00,
504212,UNIV.CABLE  ,B ,Q,208.90,215.20,207.05,209.45,209.45,202.80,298,12709,2678671.00,
504220,W.S.INDUSTR.,T ,Q,0.81,0.85,0.81,0.85,0.85,0.81,4,11082,9416.00,
504240,DELTON CABLE,XT,Q,16.65,16.65,16.55,16.55,16.55,15.95,4,8,132.00,
504258,LAKSHMI ELEC,X ,Q,494.95,494.95,486.10,494.05,494.95,491.75,31,1367,671037.00,
504335,PAZEL       ,XT,Q,1.20,1.30,1.20,1.26,1.26,1.26,26,206803,251363.00,
504341,RELTD       ,X ,Q,33.45,33.45,33.45,33.45,33.45,33.20,2,100,3345.00,
504351,EMPOWER     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,201,38.00,
504378,NYSSACORP   ,X ,Q,1.46,1.46,1.46,1.46,1.46,1.48,4,3505,5117.00,
504605,UNI ABEX    ,X ,Q,375.10,399.00,363.00,367.50,367.50,380.00,11,180,66671.00,
504614,SARDA ENMIN ,B ,Q,244.65,252.45,244.00,250.00,252.45,244.40,420,11986,2966503.00,
504646,BHAGWATI AUT,X ,Q,125.30,135.00,125.30,135.00,135.00,127.90,20,866,110850.00,
504741,IND.HUME PIP,B ,Q,240.80,249.80,240.80,247.30,247.30,240.90,30,1100,271641.00,
504746,IND.LINKCHAI,P ,Q,519.00,519.00,519.00,519.00,519.00,495.00,1,20,10380.00,
504786,INVEST &PREC,X ,Q,238.00,238.90,232.95,233.10,233.00,238.75,21,2713,633138.00,
504879,ORIENT ABRAS,B ,Q,22.05,22.50,22.05,22.25,22.30,22.00,19,1078,23965.00,
504908,DUNCANENG   ,X ,Q,98.70,98.70,98.70,98.70,98.70,94.00,3,51,5033.00,
504918,SANDUR MANG.,X ,Q,865.30,914.00,855.10,903.15,903.15,865.30,104,1511,1342173.00,
504959,STOVAC IND. ,X ,Q,2080.00,2080.00,2007.00,2027.95,2011.10,2089.10,44,286,584255.00,
504961,TATA YODOGAW,XT,Q,37.30,39.25,37.30,37.70,37.70,39.25,18,2254,85781.00,
504966,TINPLATE    ,B ,Q,124.00,124.00,120.75,122.55,122.25,122.70,1005,61543,7524744.00,
504973,CHOLAHLDNG  ,A ,Q,515.00,515.00,505.55,505.55,505.55,506.00,24,143,72680.00,
504988,WELCAST     ,X ,Q,476.50,519.85,476.50,480.45,519.85,500.00,2,11,5284.00,
505010,AUTO AXLES  ,B ,Q,1069.75,1095.55,1065.00,1071.20,1080.00,1073.35,101,468,503209.00,
505029,ATLAS CYCLES,T ,Q,51.95,52.00,48.10,48.65,48.90,50.50,46,5172,255631.00,
505036,AUTO COR.GOA,X ,Q,513.00,515.00,508.00,510.80,511.00,512.20,48,1343,685975.00,
505075,SETCO AUTO  ,B ,Q,23.15,25.00,22.90,24.40,24.40,22.65,374,28057,676497.00,
505141,SCOOTERS IND,T ,Q,26.10,26.10,24.10,25.50,25.50,25.20,10,2170,53863.00,
505160,TALBROS AUTO,B ,Q,170.00,179.50,170.00,176.45,177.00,173.05,41,565,100055.00,
505163,ZF STEERING ,X ,Q,498.00,498.00,482.20,490.45,490.50,489.80,142,5617,2735817.00,
505192,SMLISUZU    ,B ,Q,761.05,770.85,751.50,764.65,757.00,760.80,89,528,402656.00,
505196,TIL LTD.    ,B ,Q,218.05,225.00,215.60,222.80,223.00,219.20,66,263,58485.00,
505200,EICHER MOTOR,A ,Q,20100.00,21040.95,20067.95,20959.70,20959.70,20287.35,2636,7056,145442719.00,
505216,ALFRED HERB ,X ,Q,571.00,571.00,566.20,566.20,566.20,596.00,6,54,30592.00,
505230,CIMMCO      ,B ,Q,33.90,33.90,32.80,32.80,32.80,33.55,3,50,1652.00,
505232,VELJAN      ,X ,Q,780.00,780.00,780.00,780.00,780.00,762.10,2,25,19500.00,
505242,DYNAMAT.TECH,B ,Q,1398.00,1398.00,1394.00,1394.00,1394.00,1401.10,10,18,25128.00,
505250,G.G.DANDEKAR,X ,Q,56.05,56.05,56.05,56.05,56.05,59.00,1,10,560.00,
505255,GMM PFAUDLER,B ,Q,1110.10,1149.00,1110.00,1144.40,1149.00,1118.20,41,229,260285.00,
505283,KIRLOSAR PN ,B ,Q,185.00,189.90,182.50,186.05,189.90,185.00,46,35223,6506829.00,
505299,KULK-POWER  ,X ,Q,67.15,73.40,67.00,71.25,71.00,70.25,21,1822,124380.00,
505302,LAXMI AUTOLM,X ,Q,37.00,38.00,37.00,38.00,38.00,36.85,3,20,747.00,
505324,MANUGRAPH IN,B ,Q,18.50,19.45,18.50,19.45,19.45,19.50,9,2150,40892.00,
505343,MONOTYPE IND,XT,Q,0.20,0.20,0.19,0.19,0.19,0.19,9,28804,5760.00,
505355,NESCO LTD   ,B ,Q,475.90,489.50,470.00,480.90,489.50,468.25,101,1656,789057.00,
505358,INTEGRA ENG ,X ,Q,48.20,49.35,48.00,48.40,48.40,49.30,69,16924,823141.00,
505368,REVATHI EQU.,B ,Q,368.05,368.05,358.00,358.00,358.00,368.10,6,42,15108.00,
505400,TEXINFRA    ,B ,Q,49.55,52.45,49.50,51.70,52.45,49.75,18,594,30415.00,
505412,WENDT(INDIA),B ,Q,2649.00,2649.00,2550.00,2555.00,2555.00,2608.80,25,96,246039.00,
505509,RESPON IND  ,B ,Q,86.05,90.00,85.30,88.05,90.00,85.95,179,15263,1316439.00,
505523,MAHA CORP   ,X ,Q,0.29,0.29,0.29,0.29,0.29,0.30,2,300,87.00,
505526,DOLAT INV.  ,X ,Q,40.75,41.75,39.10,40.15,40.15,40.75,210,45133,1826353.00,
505533,WESTLIFE DEV,A ,Q,332.05,350.00,330.60,348.15,348.15,330.10,1641,42054,14368935.00,
505537,ZEE ENTER   ,A ,Q,350.10,378.40,347.30,372.20,372.20,345.55,16019,1447824,519904904.00,
505576,GOLDCORP    ,X ,Q,88.20,88.20,79.85,79.85,79.85,84.00,3,18,1504.00,
505590,SVPGLOB     ,X ,Q,358.80,359.90,355.00,355.00,355.00,356.95,23,2420,863585.00,
505650,SKYL MILLAR ,X ,Q,3.08,3.08,3.08,3.08,3.08,3.14,5,2501,7703.00,
505681,BIMETAL BEAR,X ,Q,428.00,441.00,428.00,440.40,441.00,427.35,18,154,67119.00,
505688,BHARAT GEARS,B ,Q,132.00,132.00,116.10,118.70,117.10,122.50,294,6268,749749.00,
505693,LATIMMETAL  ,X ,Q,36.10,36.10,36.10,36.10,36.10,38.00,1,1,36.00,
505700,ELECON ENG  ,B ,Q,49.50,50.60,48.45,48.90,48.90,49.00,108,7349,361884.00,
505710,GRAUER& WEIL,B ,Q,49.20,49.20,47.50,48.65,48.50,47.05,360,73737,3563582.00,
505712,HIMTEK      ,X ,Q,110.10,110.10,86.35,87.25,87.25,107.90,436,34162,3111462.00,
505714,GABRIEL(I)  ,B ,Q,143.30,143.30,138.00,140.45,140.45,146.20,256,8273,1165443.00,
505720,HERC.HOISTS ,B ,Q,99.65,104.10,99.65,103.35,104.00,99.65,26,708,71334.00,
505725,HIND.EVEREST,X ,Q,63.70,63.70,60.80,60.80,60.80,60.80,2,101,6143.00,
505726,IFB IND.LTD.,B ,Q,799.00,799.00,762.70,774.25,762.70,794.80,52,224,174902.00,
505729,SINGER INDIA,X ,Q,41.85,42.65,40.20,41.70,42.65,41.00,44,4990,206066.00,
505737,INTER.COMBUS,X ,Q,230.00,233.70,225.25,228.60,228.60,223.70,44,925,211628.00,
505744,FED MOG GOE ,B ,Q,500.20,534.35,500.20,527.70,534.00,503.90,85,386,200192.00,
505750,JOSTS ENG.  ,X ,Q,689.00,705.00,655.05,681.00,655.05,664.25,18,485,334780.00,
505790,SCHAEFFLER  ,A ,Q,4753.70,4809.55,4671.05,4752.25,4750.00,4757.90,224,602,2856307.00,
505800,RANE HOLDIN ,B ,Q,1133.50,1133.50,1104.60,1110.05,1110.05,1108.55,17,56,62225.00,
505827,SNL BEARINGS,X ,Q,275.00,275.00,275.00,275.00,275.00,260.10,2,68,18700.00,
505840,JAIPAN INDUS,X ,Q,17.45,17.45,14.50,15.00,15.00,15.95,22,735,11049.00,
505850,MANCREDIT   ,X ,Q,50.60,53.40,50.60,52.65,52.90,52.60,160,62298,3287053.00,
505854,TRF LTD.    ,B ,Q,114.50,115.45,111.50,113.60,113.95,113.10,136,6914,784136.00,
505872,WPIL LTD.   ,X ,Q,818.00,825.00,791.00,815.00,822.00,808.15,163,2617,2129734.00,
505890,KENNAMETAL  ,B ,Q,1062.10,1100.00,1062.10,1094.65,1100.00,1061.25,136,2547,2757785.00,
505978,TRITON VALVE,X ,Q,1050.00,1050.00,1016.05,1022.50,1022.50,1035.75,20,70,72069.00,
506022,PRAKASH IND.,B ,Q,67.85,68.15,65.50,66.15,66.35,67.90,608,39293,2615649.00,
506027,BHORUKA ALU.,X ,Q,0.88,0.88,0.80,0.80,0.80,0.84,2,114,95.00,
506074,ARSHIYA     ,B ,Q,28.20,28.20,26.85,27.45,27.65,27.50,71,2582,70784.00,
506076,GRIND NORTON,A ,Q,580.05,599.00,580.05,598.95,598.00,582.85,54,471,280833.00,
506105,STANROSE MAF,X ,Q,92.00,92.00,90.00,90.35,91.05,96.00,41,3787,343897.00,
506109,GENESYS INT.,B ,Q,80.10,81.00,78.65,80.40,80.40,80.70,76,2364,188194.00,
506122,PANKAJPIYUS ,X ,Q,48.75,48.75,44.20,44.20,44.20,46.50,6,34,1513.00,
506128,PARNAXLAB   ,X ,Q,26.65,29.20,26.65,29.20,29.20,28.95,7,600,16765.00,
506142,VYAPAR INDS ,X ,Q,27.55,27.55,27.55,27.55,27.55,29.00,2,150,4132.00,
506146,VISAGAR POL ,B ,Q,0.46,0.49,0.41,0.48,0.48,0.48,56,80015,36899.00,
506186,GCKL        ,XT,Q,33.25,33.25,33.25,33.25,33.25,35.00,4,1500,49875.00,
506194,ARIH SUPER  ,T ,Q,56.05,58.60,55.00,57.65,57.80,56.20,22,7887,457056.00,
506197,BLISSGVS PH ,B ,Q,159.50,174.35,157.65,171.35,171.35,159.85,2221,1055143,173532233.00,
506222,INEOSSTYRO  ,B ,Q,507.00,507.00,493.00,498.40,493.00,520.65,93,1802,898808.00,
506235,ALEMBIC LTD.,B ,Q,41.00,41.00,39.65,40.05,40.25,40.30,136,16006,641851.00,
506248,AMINES&PLAST,X ,Q,29.75,29.75,29.00,29.05,29.40,28.55,15,766,22315.00,
506260,ANUH PHARMA ,X ,Q,125.00,130.50,125.00,128.75,128.00,125.00,71,4238,543218.00,
506261,MODISON MET.,X ,Q,40.60,41.45,40.00,40.55,40.45,42.45,41,6556,264767.00,
506285,BAYER CROP  ,A ,Q,4070.00,4080.05,4060.00,4074.50,4075.00,4093.00,125,898,3657900.00,
506390,CLARI CHEM  ,B ,Q,309.00,309.00,295.00,296.95,296.95,295.70,505,12203,3679825.00,
506395,COROM INTER ,A ,Q,400.00,404.00,393.60,402.50,402.00,400.05,213,3710,1477853.00,
506401,DEEPAK NITR.,A ,Q,283.35,290.00,282.30,283.90,283.10,281.85,962,38403,10965287.00,
506405,DHARAMSI CHM,X ,Q,134.55,136.90,134.10,134.10,134.10,135.20,17,1493,200408.00,
506414,DIL LTD     ,X ,Q,709.95,709.95,673.00,685.25,690.00,686.40,41,1585,1072202.00,
506480,GOCLCORP    ,B ,Q,265.00,265.00,256.85,259.05,259.05,268.00,42,1069,278145.00,
506520,JAYSHRI CHEM,X ,Q,6.30,6.69,6.25,6.27,6.27,6.30,12,1612,10175.00,
506522,JL MORISON  ,X ,Q,1405.00,1405.00,1405.00,1405.00,1405.00,1400.00,3,20,28100.00,
506525,KANORIA CHEM,B ,Q,59.80,59.80,57.60,57.80,57.60,57.15,15,876,50664.00,
506528,KELTECH EN. ,X ,Q,770.00,770.00,705.00,739.50,740.00,720.00,19,159,116133.00,
506530,KEMP & CO.  ,X ,Q,610.00,610.00,610.00,610.00,610.00,610.00,1,5,3050.00,
506532,NITTA GELA  ,X ,Q,117.40,120.35,117.40,118.95,120.35,119.15,11,258,30697.00,
506579,ORIENT.CARB.,B ,Q,1135.75,1160.00,1135.75,1141.70,1141.00,1135.75,64,201,231005.00,
506590,PHIL.CARBON ,A ,Q,122.00,136.50,122.00,134.05,134.05,123.30,4526,286260,38014975.00,
506597,AMAL PRODUCT,X ,Q,115.00,119.90,113.00,113.05,113.05,112.00,43,12425,1429102.00,
506605,POLYCHEM    ,X ,Q,387.00,387.00,387.00,387.00,387.00,369.00,7,101,39087.00,
506618,PUN.CHEM    ,B ,Q,678.00,685.00,657.70,667.30,666.25,680.00,34,255,170519.00,
506642,SADHANA NITR,X ,Q,238.50,241.00,238.50,238.50,238.50,243.35,130,12639,3015071.00,
506655,SUDARSH.CHEM,A ,Q,313.00,318.25,310.00,315.65,316.00,313.10,64,1684,529493.00,
506685,ULTRAMARINE ,X ,Q,225.00,233.00,220.00,225.00,225.00,223.50,322,10146,2283999.00,
506687,TRANSPEK    ,X ,Q,1385.00,1389.95,1365.05,1375.55,1375.55,1382.75,32,627,863503.00,
506690,UNICHEM LAB ,B ,Q,176.10,187.70,174.60,183.95,185.00,176.05,208,6727,1222654.00,
506734,MYS PETRO   ,X ,Q,58.50,60.50,58.00,58.20,58.20,59.00,13,405,23653.00,
506767,ALKYL AMINES,B ,Q,828.30,828.30,810.00,817.45,810.00,790.05,17,312,256320.00,
506808,TUTICORIN.  ,XT,Q,4.15,4.15,3.98,3.98,3.98,4.16,4,1620,6609.00,
506820,ASTRAZEN.PH.,A ,Q,2257.50,2362.90,2249.50,2343.00,2340.00,2236.00,380,1394,3215628.00,
506852,PUN.ALKALI  ,X ,Q,64.35,65.55,58.10,61.75,61.75,64.45,127,10709,659835.00,
506854,TANFAC IND. ,X ,Q,205.00,213.95,205.00,207.90,208.00,208.55,35,2650,551480.00,
506863,SWADESHI IND,XT,Q,0.99,0.99,0.99,0.99,0.99,1.04,11,2588,2562.00,
506879,GUJ.THEMIS. ,XT,Q,38.75,38.80,38.75,38.75,38.75,38.60,6,900,34885.00,
506906,SCBL        ,X ,Q,5.80,5.80,5.30,5.39,5.40,5.57,143,35578,190475.00,
506910,JAYSN DYEST ,X ,Q,52.45,52.45,52.40,52.40,52.40,52.50,5,155,8122.00,
506919,MAKERS LAB. ,X ,Q,51.00,51.05,48.20,49.05,49.30,51.00,12,1025,51816.00,
506943,J.B.CHEMICAL,B ,Q,331.00,337.00,328.20,334.80,334.80,331.00,305,4857,1610244.00,
507155,JAGATJIT IND,XT,Q,40.00,41.00,37.20,37.30,37.30,39.10,5,1351,51741.00,
507180,KESAR ENT.  ,B ,Q,28.10,30.85,28.05,29.45,29.95,29.20,21,3185,94951.00,
507205,TILAKNAG IND,B ,Q,14.00,15.50,14.00,15.35,15.50,13.60,152,64644,954069.00,
507300,RAVALGAON   ,XT,Q,2565.00,2566.00,2565.00,2566.00,2566.00,2443.95,2,3,7696.00,
507315,SAKTHI SUGAR,T ,Q,9.95,10.16,9.95,10.16,10.16,10.05,8,1100,11006.00,
507410,WALCHANDNGR ,B ,Q,82.00,82.00,79.40,79.85,79.90,80.00,784,54114,4331381.00,
507435,KHOD.INDIA  ,XT,Q,64.90,64.90,59.05,62.55,62.95,62.05,6,76,4577.00,
507438,IFB AGRO    ,B ,Q,407.00,423.70,402.05,408.15,408.15,404.00,17,160,64640.00,
507442,DHARANI SUG ,B ,Q,10.00,10.44,10.00,10.44,10.44,10.02,8,2905,29240.00,
507450,THIRU A.SUG.,B ,Q,12.70,12.70,11.50,12.00,12.00,11.80,14,1438,17005.00,
507474,KOTHARI FERM,X ,Q,73.00,73.00,68.10,68.25,68.10,71.05,18,362,24864.00,
507488,G.M.BREWERI ,B ,Q,499.75,501.00,495.40,499.25,498.00,498.95,120,3147,1570295.00,
507490,RANA SUGARS ,B ,Q,2.95,3.09,2.92,3.08,3.00,2.98,76,47784,145247.00,
507514,SOM DISTILL.,B ,Q,134.00,138.50,133.40,136.40,135.60,134.00,89,1651,224218.00,
507525,AMRIT CORP  ,X ,Q,628.00,628.00,588.20,621.55,618.10,618.00,11,63,39156.00,
507526,ASSO.ALCOHOL,X ,Q,214.00,225.00,210.00,216.30,220.00,213.85,256,8119,1736326.00,
507552,FOODS & INNS,X ,Q,62.05,65.30,61.50,62.35,62.00,63.70,361,45792,2882732.00,
507580,IVP LIMITED ,T ,Q,104.50,104.50,104.50,104.50,104.50,100.00,1,1,104.00,
507598,KLRFM       ,X ,Q,37.00,37.00,34.60,34.60,34.60,36.00,4,77,2691.00,
507621,MILKFOOD    ,X ,Q,374.80,379.00,370.00,376.30,379.00,366.05,27,1834,688552.00,
507645,POLSON LTD. ,X ,Q,9900.00,10200.00,9900.00,9995.45,10160.00,9933.35,13,16,159746.00,
507663,SAGAR SOYA  ,P ,Q,0.64,0.64,0.64,0.64,0.64,0.64,1,1150,736.00,
507685,WIPRO LTD.  ,A ,Q,285.90,289.90,285.55,286.75,286.75,285.80,2804,238282,68468830.00,
507690,ORIENT BEVER,X ,Q,89.00,89.00,80.55,81.00,81.00,88.00,7,245,20353.00,
507717,DHAN AGRI   ,B ,Q,360.30,369.15,357.05,368.15,362.90,359.35,26,220,79711.00,
507747,TTK HEALTHCA,B ,Q,626.00,647.05,626.00,626.70,626.70,632.20,16,98,61952.00,
507753,TGVSL       ,X ,Q,36.55,37.65,35.75,36.85,36.85,36.45,309,86845,3217268.00,
507759,LIME CHEM.  ,X ,Q,32.70,32.70,30.00,30.10,30.00,32.20,13,758,23426.00,
507779,KANPUR PLAST,X ,Q,112.50,113.35,111.50,111.55,111.55,111.50,23,1641,183754.00,
507789,JAGSON PHAR ,B ,Q,23.05,26.95,23.05,25.05,25.00,25.05,35,1659,41832.00,
507794,KHAITAN CHEM,X ,Q,7.96,8.50,7.90,8.09,8.00,8.00,63,39900,325305.00,
