SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
514358,EVERLON SYN.,X ,Q,14.20,14.20,14.16,14.16,14.16,14.18,6,550,7798.00,
514394,AJIL        ,B ,Q,44.45,46.25,44.45,44.45,44.45,45.35,108,43597,1958276.00,
514418,MANORG      ,X ,Q,452.20,452.20,452.20,452.20,452.20,475.95,99,3078,1391871.00,
514428,HINDU.ADHESI,X ,Q,66.00,70.00,66.00,69.50,69.50,70.50,6,453,30648.00,
514448,JYOTI RESINS,X ,Q,148.00,164.90,146.50,159.95,160.00,152.05,26,3189,489788.00,
514450,MAHA.RUBTECH,X ,Q,37.20,39.05,37.10,38.95,39.05,39.25,9,760,28678.00,
514470,WIMSOME TEXT,B ,Q,24.00,24.00,23.80,23.95,23.80,24.75,2,670,16041.00,
514474,FAIRDEAL FIL,X ,Q,83.00,84.90,82.25,84.70,84.80,81.50,9,1540,129362.00,
515018,REG.CERAMIC ,T ,Q,2.55,2.77,2.51,2.75,2.75,2.64,13,2603,6538.00,
515030,ASAHI IN.GLA,A ,Q,211.25,222.20,210.15,215.50,215.50,211.20,174,18693,3965358.00,
515037,MURD.CERAM  ,B ,Q,18.00,18.50,18.00,18.50,18.50,18.15,16,2203,40539.00,
515043,SAINT-GOBAIN,X ,Q,51.55,52.75,51.55,51.90,51.90,52.00,82,6007,312228.00,
515055,ANANTRAJ    ,B ,Q,27.45,27.65,27.35,27.50,27.45,27.45,29,3777,103752.00,
515059,MADHUS.IND. ,X ,Q,15.50,15.50,15.50,15.50,15.50,16.00,1,50,775.00,
515085,RESTILE CER.,X ,Q,3.30,3.30,3.25,3.27,3.27,3.40,6,510,1665.00,
515093,MADHAV MARB.,B ,Q,37.35,38.50,37.35,38.50,38.50,38.50,5,53,2026.00,
515127,RAMASIGNS   ,X ,Q,12.65,12.65,12.65,12.65,12.65,13.30,3,115,1454.00,
515145,HIND.NAT.GLS,B ,Q,67.00,77.65,67.00,70.05,70.05,70.20,5,252,18561.00,
515147,HALDYN GLASS,X ,Q,30.40,31.25,30.25,31.10,31.25,30.45,42,6499,199258.00,
516003,DUROPLY     ,X ,Q,72.20,73.90,70.00,70.10,70.10,73.80,39,12327,870845.00,
516007,MANGALAM TIM,B ,Q,11.90,12.15,10.20,10.55,10.65,11.55,165,11263,122497.00,
516016,SHREYANS IND,B ,Q,140.00,140.50,137.00,139.05,138.60,138.85,117,6945,965931.00,
516022,STAR PAPER  ,B ,Q,109.00,109.70,105.20,106.60,106.60,105.00,116,3704,393142.00,
516030,YASH PAPERS ,X ,Q,48.80,51.50,48.60,50.30,50.05,48.35,285,54181,2717896.00,
516062,NAT.PLYWOOD ,XT,Q,30.20,30.20,30.20,30.20,30.20,29.00,1,50,1510.00,
516064,ARROWGREEN  ,B ,Q,59.10,61.75,57.10,59.85,59.50,61.00,84,7619,455100.00,
516072,VISHNU CHEM ,B ,Q,130.25,136.00,129.40,130.00,130.00,136.00,32,202,26551.00,
516082,N.R.AGARWAL ,B ,Q,295.20,304.95,295.20,303.25,304.95,296.20,26,328,98594.00,
516086,SH.RAJES.PAP,XT,Q,7.45,7.45,7.45,7.45,7.45,7.10,1,632,4708.00,
516092,3PLAND      ,T ,Q,10.05,10.05,10.05,10.05,10.05,10.57,2,217,2180.00,
516106,SH.KARTHIK P,X ,Q,9.95,9.95,8.61,9.50,9.50,8.97,24,2860,26376.00,
516108,S.I.PAPER   ,XT,Q,75.95,75.95,72.65,72.90,72.65,73.15,14,2295,170423.00,
517015,VINDHYA TELE,B ,Q,1353.85,1383.50,1325.00,1348.00,1348.00,1293.25,308,2453,3322209.00,
517035,RUTTONSHA IN,X ,Q,41.00,43.40,39.00,40.75,41.05,40.70,36,2172,89133.00,
517041,ADORWELDING ,B ,Q,340.00,340.00,303.30,305.70,305.70,321.85,171,3847,1182099.00,
517044,INT.DATA MAN,XT,Q,11.39,11.39,11.39,11.39,11.39,10.85,1,1,11.00,
517059,SALZER ELEC ,B ,Q,108.00,110.90,106.10,109.05,108.75,109.50,9,196,21344.00,
517063,JETINFOTRAN ,X ,Q,30.00,31.30,27.60,29.95,29.95,27.35,15,47,1366.00,
517080,HIGHGROUND  ,B ,Q,5.20,5.44,5.20,5.36,5.44,4.96,17,2900,15537.00,
517119,PCS TECH    ,X ,Q,8.73,8.73,8.71,8.71,8.71,7.95,2,150,1307.00,
517146,USHA MART.LT,B ,Q,32.15,32.45,31.50,31.80,31.55,31.80,158,34096,1094533.00,
517166,SPEL SEMICON,X ,Q,5.40,6.75,5.40,6.28,6.28,6.15,28,5904,36609.00,
517168,SUBROS LTD. ,B ,Q,231.40,233.15,225.00,230.40,231.30,229.85,139,2292,522956.00,
517174,HONEYWELL   ,A ,Q,23751.00,24000.00,23751.00,23933.45,23934.05,23710.15,17,21,501671.00,
517206,LUMAX IND   ,B ,Q,1435.00,1435.00,1387.65,1402.95,1403.95,1432.75,198,1048,1471426.00,
517214,SPICEMOBI   ,B ,Q,6.85,7.29,6.40,6.93,6.93,6.94,15,6314,40570.00,
517224,SUJANA INDUS,T ,Q,0.27,0.27,0.26,0.26,0.26,0.27,3,5000,1310.00,
517236,CALCOM VISIO,X ,Q,25.50,25.50,24.25,24.50,24.50,26.40,12,746,18367.00,
517238,DYNAVISION  ,XT,Q,49.20,49.25,49.20,49.25,49.25,51.75,6,480,23622.00,
517246,BCC FUBA    ,XT,Q,12.20,12.20,12.20,12.20,12.20,12.20,1,40,488.00,
517271,HBL P SYS   ,B ,Q,23.40,23.65,22.80,22.85,22.80,23.40,43,6877,158295.00,
517288,GUJARATPOLY ,X ,Q,32.30,33.50,30.70,30.85,31.75,32.30,30,1565,48315.00,
517300,GUJ.IND.POW.,B ,Q,69.15,73.90,69.00,72.55,72.55,68.65,972,66657,4845678.00,
517330,CMI LTD.    ,B ,Q,116.60,118.55,116.60,118.55,118.55,117.25,21,1201,140978.00,
517334,MOTHERSON SS,A ,Q,121.00,121.00,114.00,117.40,117.40,118.55,3405,504802,58708928.00,
517344,MINDTECK (I),B ,Q,34.05,34.80,32.10,34.50,34.50,34.20,23,1564,53597.00,
517354,HAVELLSINDIA,A ,Q,726.00,738.95,724.00,735.00,733.10,725.10,993,265602,195088004.00,
517372,GUJ.INTRUX  ,X ,Q,74.55,77.90,72.25,73.95,72.25,74.55,9,583,43487.00,
517380,IGARSHI MOT ,B ,Q,264.95,264.95,248.20,253.00,253.00,265.20,429,3478,876542.00,
517385,SYMPHONY    ,A ,Q,1199.50,1236.00,1177.10,1233.45,1225.00,1213.50,135,673,821244.00,
517411,SHYAM TELEC.,B ,Q,6.00,6.00,6.00,6.00,6.00,6.20,4,1000,6000.00,
517415,LEE&NEE SOFT,XT,Q,1.10,1.10,1.10,1.10,1.10,1.11,2,7,7.00,
517417,PATEL AIRTEM,X ,Q,94.05,94.05,94.05,94.05,94.05,94.90,4,400,37620.00,
517421,BFLYGANDHI  ,B ,Q,168.80,182.00,168.50,176.65,178.90,166.60,379,8349,1464855.00,
517437,DUTRON POLY.,XT,Q,147.25,159.00,147.25,147.25,147.25,155.00,10,1217,179238.00,
517447,R.S.SOFTWARE,B ,Q,25.95,26.50,25.50,25.85,26.45,25.45,43,5377,139011.00,
517449,MAGNA ELECTR,X ,Q,178.90,184.00,178.80,183.95,184.00,185.00,13,853,155651.00,
517467,MARSONS     ,Z ,Q,1.49,1.49,1.49,1.49,1.49,1.52,2,300,447.00,
517477,ELNET TECH. ,X ,Q,92.40,94.00,92.40,93.35,93.00,94.00,5,307,28655.00,
517481,APTL        ,XT,Q,1.78,1.78,1.78,1.78,1.78,1.81,3,1021,1817.00,
517494,ACCEL       ,X ,Q,9.19,9.50,8.71,9.15,8.85,9.19,31,23276,218711.00,
517498,WEBELSOLAR  ,B ,Q,21.10,23.50,20.25,23.05,23.05,21.10,144,11214,248324.00,
517500,ROTO PUMPS  ,X ,Q,137.00,139.40,132.00,133.00,134.00,138.30,260,44115,5912267.00,
517506,TTK PRESTIGE,A ,Q,7244.90,7700.00,6959.85,7084.45,7104.30,7162.45,174,502,3563286.00,
517514,DHINDIA     ,X ,Q,19.50,19.50,16.65,17.50,17.50,16.55,17,1217,21640.00,
517518,LEEL        ,B ,Q,9.35,10.15,9.35,9.35,9.35,9.80,141,48104,449843.00,
517522,RAJ GLO WIR ,X ,Q,744.00,749.90,731.00,738.35,749.90,744.25,21,1280,938609.00,
517530,SURANATP    ,B ,Q,3.83,4.00,3.83,4.00,4.00,4.00,2,260,1017.00,
517536,ONWARD TECHN,B ,Q,51.00,51.70,50.45,51.00,51.00,50.75,30,915,46377.00,
517544,CENTUM ELEC ,B ,Q,440.00,440.00,440.00,440.00,440.00,438.15,1,1,440.00,
517546,ALFA TRANSFO,X ,Q,22.35,22.35,22.35,22.35,22.35,21.30,2,199,4447.00,
517548,STARLITE COM,X ,Q,15.20,16.20,15.05,15.85,15.95,16.25,15,1227,19043.00,
517554,NHCFOODS    ,X ,Q,6.26,6.26,5.83,5.99,5.99,5.98,26,9826,59694.00,
517562,TRIGYN TECH ,B ,Q,70.95,70.95,67.85,68.60,68.50,69.25,240,10709,739181.00,
517569,KEI INDUST. ,A ,Q,390.05,394.55,382.00,387.65,389.95,389.80,994,15497,5985437.00,
517571,IMPPOWERS   ,B ,Q,34.40,34.65,32.15,32.90,32.15,33.75,8,1500,50967.00,
518011,KEERTHI     ,XT,Q,55.05,55.25,52.35,54.00,54.00,55.05,14,1410,77394.00,
518029,GUJ.SIDH.CEM,B ,Q,20.00,20.20,20.00,20.00,20.00,20.45,21,2105,42326.00,
518091,ANJANI PORTL,B ,Q,152.65,152.65,143.60,143.95,143.60,148.55,25,186,27322.00,
519003,MODINATURAL ,X ,Q,63.00,63.00,63.00,63.00,63.00,63.00,1,3,189.00,
519031,SHAH FOOD(P),XT,Q,55.05,55.05,55.05,55.05,55.05,55.05,1,30,1651.00,
519091,TASTY BITE  ,B ,Q,8360.25,8500.00,8360.20,8380.00,8380.00,8515.15,14,30,253940.00,
519097,RITESH INTER,XT,Q,5.00,5.00,4.76,4.76,4.76,5.01,4,8000,38218.00,
519105,AVT NATURAL ,B ,Q,22.60,23.25,22.55,23.10,23.10,23.00,9,986,22571.00,
519126,HIND.FOODS  ,X ,Q,397.05,436.00,397.05,412.05,414.00,403.25,33,1464,597759.00,
519136,NAHAR INDUST,B ,Q,39.95,39.95,38.20,39.75,39.75,38.55,7,2603,101269.00,
519152,VADILAL ENT ,XT,Q,860.00,934.20,860.00,898.90,934.20,889.95,15,281,252584.00,
519156,VADILAL IND ,B ,Q,511.00,519.95,504.70,516.05,516.00,499.55,85,1307,672413.00,
519183,ADF FOODS LT,B ,Q,232.10,253.80,232.10,243.00,249.00,233.40,111,1944,471508.00,
519224,WILLIAM.MAGO,B ,Q,21.35,22.40,20.40,22.40,22.40,21.35,23,3555,79039.00,
519248,JVL AGRO    ,Z ,Q,1.70,1.79,1.66,1.68,1.66,1.74,23,31525,53254.00,
519260,SANWARIA    ,B ,Q,7.70,7.86,7.50,7.55,7.55,7.81,230,103238,787505.00,
519262,PRIMA AGRO L,XT,Q,10.00,10.00,10.00,10.00,10.00,10.50,1,2000,20000.00,
519287,MODERN DAIRI,XT,Q,3.24,3.24,3.24,3.24,3.24,3.38,3,846,2741.00,
519295,BAMBINO AGRO,X ,Q,167.50,170.05,167.50,170.05,170.05,167.40,5,150,25251.00,
519307,VIKAS WSP   ,XT,Q,16.10,17.70,16.10,16.25,16.25,16.90,1714,2318040,38466398.00,
519319,JATALIA     ,XT,Q,10.50,10.50,10.15,10.15,10.15,10.35,43,5173,52685.00,
519421,KSE LIMITED ,XT,Q,1301.00,1329.85,1301.00,1325.00,1325.00,1325.00,6,8,10523.00,
519457,VIRAT CRANE ,X ,Q,31.20,34.55,30.50,31.75,31.75,33.75,51,3461,110311.00,
519491,OCEAN AGRO  ,X ,Q,21.00,22.25,20.15,21.10,21.10,21.20,8,1204,25407.00,
519494,N K INDUST. ,B ,Q,34.15,36.50,34.15,36.00,36.50,34.20,5,5,176.00,
519532,ASIAN TEA   ,X ,Q,11.80,11.80,10.68,11.79,11.79,11.24,12,2143,24983.00,
519552,HERITGFOOD  ,A ,Q,447.15,451.30,444.05,446.90,444.05,448.95,26,212,94986.00,
519560,NEHA INTER. ,X ,Q,3.33,3.33,3.10,3.22,3.22,3.13,20,16845,52437.00,
519566,SIMRAN FARMS,X ,Q,78.95,79.20,75.05,75.65,75.65,75.25,54,3733,287861.00,
519588,DFM FOODS   ,B ,Q,250.00,254.95,250.00,254.25,254.25,250.15,6,520,132123.00,
519600,CCL PRODUCTS,A ,Q,255.20,258.00,255.10,256.90,257.00,256.20,26,282,72288.00,
519602,KELLTONTEC  ,B ,Q,36.80,38.60,35.05,35.10,35.10,36.85,141,47313,1702171.00,
519612,MAHAAN FOODS,X ,Q,14.60,16.05,14.60,16.05,16.05,15.35,6,346,5351.00,
520008,RICO AUTO   ,B ,Q,59.90,62.35,58.50,59.15,59.15,59.50,232,16459,990033.00,
520021,OMAX AUTOS. ,B ,Q,66.25,67.35,59.30,63.10,63.10,65.50,159,7322,465809.00,
520043,MUNJAL SHOWA,B ,Q,146.65,148.95,145.10,145.65,145.95,147.20,24,1045,152337.00,
520051,JAMNA AUTO  ,A ,Q,50.50,51.10,50.00,50.30,50.30,50.90,326,41499,2093991.00,
520056,SUNDAR.CLAY ,A ,Q,2460.05,2503.65,2450.00,2460.50,2450.05,2460.20,20,75,184641.00,
520057,JTEKTINDIA  ,B ,Q,88.15,94.95,87.30,92.85,94.50,87.95,328,25295,2319077.00,
520059,MUNAUTO     ,B ,Q,46.20,47.00,46.00,46.40,46.30,46.75,102,6836,316908.00,
520066,JAYBH.MARUTI,B ,Q,223.00,229.50,220.05,223.10,224.95,218.30,99,3523,786532.00,
520073,RACLGEAR    ,X ,Q,71.60,73.85,71.60,73.00,73.00,73.10,44,8048,587152.00,
520075,SAMKRG PIST.,X ,Q,146.40,146.40,141.60,144.00,143.50,140.15,40,744,107185.00,
520086,SICAL LOG   ,B ,Q,119.00,119.90,113.45,115.30,115.95,116.00,25,721,83558.00,
520111,RATNAMNI MET,B ,Q,840.00,855.40,838.95,847.40,845.00,840.00,85,2226,1872139.00,
520113,VESUVIUS IND,B ,Q,1107.00,1130.00,1101.05,1122.50,1120.00,1140.15,15,191,212456.00,
520119,AUTOMOTIVE S,B ,Q,49.60,49.60,47.00,47.00,47.00,47.10,2,380,18328.00,
520121,ARCEE INDUST,XT,Q,1.99,1.99,1.99,1.99,1.99,1.99,1,10,19.00,
520123,ABC INDIA   ,X ,Q,46.45,49.90,46.45,49.75,49.90,50.60,7,267,13198.00,
520127,BALURGHAT TE,X ,Q,5.14,5.14,5.14,5.14,5.14,4.90,5,1326,6815.00,
520131,COASTAL ROAD,P ,Q,22.25,22.25,22.25,22.25,22.25,21.50,1,100,2225.00,
520141,SIBAR AUTO  ,XT,Q,27.55,27.55,27.55,27.55,27.55,29.00,1,1,27.00,
520151,SHREY SH LOG,B ,Q,160.30,170.00,160.30,168.10,168.00,160.00,7,205,33679.00,
520155,STARLOG     ,X ,Q,19.25,19.25,19.25,19.25,19.25,18.35,1,1,19.00,
521005,INDOVATION  ,XT,Q,6.43,6.43,6.43,6.43,6.43,6.76,1,500,3215.00,
521016,INDO COUNT  ,B ,Q,37.70,38.80,37.00,38.10,37.70,37.40,80,9136,344857.00,
521018,MARAL OVERS ,B ,Q,23.70,23.70,23.00,23.15,23.15,22.80,9,1400,32934.00,
521034,SOMA TEXTILE,T ,Q,3.55,3.55,3.53,3.53,3.53,3.71,6,3500,12355.00,
521036,SOURCEIND   ,XT,Q,0.83,0.83,0.83,0.83,0.83,0.87,1,100,83.00,
521062,OCTAVE      ,X ,Q,1.00,1.05,1.00,1.05,1.05,1.00,4,2766,2817.00,
521064,TRIDENT     ,A ,Q,61.50,62.00,61.15,61.50,61.50,61.60,511,74292,4571160.00,
521070,ALOK INDS.  ,T ,Q,3.95,4.10,3.88,4.05,4.10,3.96,304,521424,2079600.00,
521080,PASARI SPIN ,XT,Q,3.90,3.90,3.87,3.87,3.87,4.07,2,200,777.00,
521097,AMARJOTHI SP,X ,Q,84.00,84.00,82.30,83.90,84.00,84.00,22,1611,134722.00,
521105,OLYMPIA IND.,X ,Q,18.70,18.70,18.60,18.65,18.70,17.95,6,1065,19849.00,
521113,SUDITI IND. ,X ,Q,21.05,27.80,21.05,23.50,23.30,25.20,36,4010,95622.00,
521149,PRIME URBAN ,X ,Q,7.35,7.35,7.35,7.35,7.35,7.00,5,1226,9011.00,
521151,DHANLXMI FAB,X ,Q,33.85,33.85,33.85,33.85,33.85,33.85,1,1,33.00,
521163,ZODIAC CLOTH,T ,Q,242.00,243.90,237.15,237.20,237.15,239.70,7,157,37593.00,
521176,GANGOTRI TEX,Z ,Q,1.15,1.15,1.15,1.15,1.15,1.15,1,500,575.00,
521194,SIL INVEST  ,B ,Q,160.00,167.65,160.00,161.05,161.40,162.00,11,169,27478.00,
521200,SURYLAK.COTT,B ,Q,28.20,32.00,27.05,31.20,31.20,30.55,34,3524,109962.00,
521206,SAMTEX FASH.,XT,Q,1.43,1.47,1.36,1.47,1.47,1.43,21,8075,11049.00,
521220,DAMOINDUS   ,B ,Q,38.50,41.20,35.60,38.55,38.55,38.90,15,171,6266.00,
521226,UNI ROYAL IN,X ,Q,8.45,8.45,8.45,8.45,8.45,8.85,1,200,1690.00,
521234,SRI NACHAMAI,X ,Q,16.00,16.00,16.00,16.00,16.00,15.80,2,396,6336.00,
521240,SAMBANDAM SP,X ,Q,85.00,85.00,81.00,81.25,81.00,84.05,13,779,65841.00,
521242,KANDAGIRI SP,X ,Q,16.45,16.45,16.45,16.45,16.45,17.30,1,1,16.00,
521248,KITEX GARMEN,B ,Q,93.50,108.35,93.40,102.20,102.20,92.20,668,31377,3248586.00,
522004,BATLIBOI LTD,X ,Q,13.70,15.00,13.21,13.35,13.35,13.09,29,3512,49212.00,
522005,AUSTIN ENGG.,X ,Q,54.50,54.50,54.50,54.50,54.50,52.00,2,200,10900.00,
522014,UNITED DRILL,X ,Q,101.00,101.00,101.00,101.00,101.00,96.15,8,392,39592.00,
522017,FLUIDOMAT   ,X ,Q,103.85,106.30,103.75,104.00,103.75,104.95,27,1300,137435.00,
522029,WINDSOR MACH,B ,Q,60.75,64.90,60.75,62.50,63.00,62.10,602,91046,5627107.00,
522034,SHANTHI GEAR,B ,Q,118.00,119.95,116.00,118.05,119.00,117.40,74,2323,271778.00,
522064,HONDA SIEL  ,B ,Q,1010.00,1060.00,1000.10,1049.25,1048.95,1009.30,65,222,227436.00,
522073,HITECHGEAR  ,B ,Q,239.90,240.00,237.10,239.95,240.00,237.20,10,45596,10871000.00,
522074,ELGI EQUIP  ,A ,Q,265.90,265.90,260.00,261.75,261.75,260.00,37,1740,453918.00,
522101,KILBURN ENGG,X ,Q,27.45,34.40,27.45,32.00,33.85,29.10,35,5542,163752.00,
522105,BIRLA PRETEC,X ,Q,15.85,16.20,15.55,15.85,16.00,15.65,136,20743,330234.00,
522108,YUKEN INDIA ,X ,Q,730.00,739.65,719.00,725.10,725.10,730.05,381,6435,4687960.00,
522113,TIMKEN (I)  ,B ,Q,538.00,548.50,538.00,546.10,547.00,543.50,30,337,183243.00,
522122,VOITH PAPER ,X ,Q,819.00,835.00,812.50,825.75,826.00,793.25,49,1929,1591527.00,
522134,ARTSON ENG  ,X ,Q,38.50,38.90,37.70,38.20,38.20,38.60,17,1934,74048.00,
522152,SOLITAIR MC ,X ,Q,33.95,33.95,29.40,29.70,29.55,29.55,17,3151,94825.00,
522163,DIAMONPOWER ,Z ,Q,1.17,1.17,1.17,1.17,1.17,1.12,3,5344,6252.00,
522165,INDSIL HYD  ,X ,Q,54.90,54.90,53.00,53.20,53.00,54.90,12,2640,143209.00,
522183,ITL INDUSTRS,X ,Q,155.00,155.00,152.05,152.05,152.05,152.00,4,127,19404.00,
522195,FRONTIER SPR,X ,Q,182.40,191.90,182.40,190.00,190.00,188.00,21,1715,324652.00,
522205,PRAJ IND.LTD,B ,Q,134.40,134.75,127.00,128.95,128.95,129.20,4193,409595,53749545.00,
522207,RASANDIK ENG,X ,Q,105.75,105.75,105.75,105.75,105.75,100.00,2,4,423.00,
522215,SWISS GLASS ,X ,Q,184.40,189.50,184.00,188.45,189.50,185.45,40,8773,1644337.00,
522217,GUJ APOIND  ,B ,Q,131.55,136.75,130.00,132.70,132.70,134.55,23,1561,205567.00,
522229,TANEJA AERO.,X ,Q,28.25,28.25,26.80,27.50,27.50,26.85,17,2077,56203.00,
522231,CONART ENG. ,X ,Q,30.00,30.00,29.85,29.85,29.85,29.70,4,22,656.00,
522241,M.M.FORGINGS,B ,Q,494.00,513.85,494.00,495.55,495.55,514.00,35,424,210761.00,
522249,MAYUR UNIQ. ,B ,Q,302.00,310.00,300.00,306.80,307.00,301.75,61,416,127397.00,
522251,CENLUB INDUS,X ,Q,68.00,68.00,63.05,63.75,64.00,65.50,16,582,37663.00,
522257,RAJOO ENGIN.,X ,Q,26.10,27.00,25.90,26.20,26.20,26.75,131,25691,675109.00,
522261,DOLPHIN OFF.,B ,Q,44.40,44.40,40.70,41.10,41.35,40.95,171,13885,578506.00,
522263,JMC PROJECTS,B ,Q,110.10,111.25,108.10,109.20,109.20,110.20,118,23777,2600517.00,
522267,VEEJAY LAKSH,X ,Q,37.05,37.05,37.05,37.05,37.05,39.00,1,50,1852.00,
522275,GET&D       ,A ,Q,236.60,236.60,230.60,231.70,230.60,233.45,103,1610,375395.00,
522281,RAM RAT.WIRE,X ,Q,88.00,92.50,88.00,89.00,88.00,88.45,37,3475,311290.00,
522285,JAY NECO IND,T ,Q,5.10,5.34,5.10,5.10,5.10,5.10,46,21438,110093.00,
522287,KALPA.POWER ,A ,Q,450.35,463.45,446.90,460.15,463.00,451.35,347,7877,3578615.00,
522289,IFM IMPEX   ,XT,Q,5.88,5.88,5.88,5.88,5.88,6.18,2,2,11.00,
522294,T & I GLOBAL,X ,Q,78.65,84.30,75.75,81.85,76.10,75.25,17,308,24789.00,
522295,CONTROL PRNT,B ,Q,245.00,257.00,239.95,247.00,247.00,246.70,88,3038,745450.00,
523007,ANSAL BUILD.,X ,Q,36.20,40.60,36.20,40.50,40.60,40.00,13,62,2484.00,
523019,B.N.RATHI SE,X ,Q,20.60,21.25,20.00,20.00,20.00,20.60,6,610,12273.00,
523021,RISHITECH   ,X ,Q,36.60,37.50,36.60,37.40,37.50,36.40,5,450,16672.00,
523023,SINCLAIR HOT,X ,Q,320.00,320.00,310.00,315.00,315.00,317.05,17,843,263470.00,
523025,SAFARI IND. ,B ,Q,637.00,642.95,615.00,625.30,625.30,637.55,313,5537,3454157.00,
523100,COSMO FERR. ,X ,Q,14.50,14.50,14.50,14.50,14.50,14.25,2,500,7250.00,
523116,SANCO TRANS ,X ,Q,199.25,199.30,199.25,199.30,199.30,189.90,3,75,14945.00,
523127,EIH ASSO.HOT,B ,Q,374.00,414.00,342.00,348.20,342.00,345.45,16,133,47685.00,
523144,MEDI CAPS   ,X ,Q,14.89,14.89,13.60,13.60,13.60,14.99,4,1300,18970.00,
523151,OTCO INTERN.,X ,Q,15.35,15.35,15.35,15.35,15.35,15.35,1,20,307.00,
523160,MORGAN CRU  ,X ,Q,1393.10,1525.00,1393.10,1428.75,1426.20,1473.60,18,164,237201.00,
523204,ABAN OFFSHO ,T ,Q,47.75,48.55,46.55,47.25,47.45,47.75,112,8890,419285.00,
523207,KOKUYOCMLN  ,B ,Q,81.95,81.95,77.25,78.40,78.60,81.30,234,18567,1465951.00,
523218,KILBURN OFFI,XT,Q,4.14,4.14,4.14,4.14,4.14,4.35,1,1,4.00,
523229,BHARAT SEATS,X ,Q,68.00,71.40,67.50,70.30,69.80,68.20,238,9101,638410.00,
523260,PEARL POLYME,T ,Q,10.53,10.53,10.53,10.53,10.53,10.03,1,1,10.00,
523261,VENKEY'S (I),A ,Q,1502.70,1695.00,1455.00,1634.60,1634.60,1504.90,6869,65880,107199533.00,
523269,ADVANI HOTEL,B ,Q,62.00,62.00,62.00,62.00,62.00,62.00,1,100,6200.00,
523277,G.V.FILMS   ,X ,Q,0.45,0.45,0.42,0.43,0.43,0.43,48,120477,52272.00,
523283,SUPER HOUSE ,B ,Q,100.00,100.90,97.10,98.40,98.40,99.00,20,744,73750.00,
523289,RAMA VISION ,X ,Q,5.00,5.00,5.00,5.00,5.00,5.10,1,500,2500.00,
523301,TCPL PACK   ,B ,Q,353.10,367.90,353.10,356.00,356.00,356.00,30,829,296647.00,
523319,BALMER LAWRI,B ,Q,164.85,166.55,164.55,166.05,166.55,164.40,86,2836,470117.00,
523323,KOVAI MEDI. ,X ,Q,795.00,795.00,742.05,742.40,742.05,771.75,18,251,189246.00,
523329,ELDECO HOUS.,X ,Q,1639.00,1738.95,1421.00,1426.65,1429.80,1473.40,15,62,90495.00,
523367,DCMSHRIRAM  ,A ,Q,547.50,572.90,543.40,569.50,567.00,543.05,3202,93722,52767699.00,
523369,DCM SHR.IND ,X ,Q,189.00,189.00,181.15,184.30,181.60,183.10,153,3330,611652.00,
523371,MAWANA SUGAR,B ,Q,44.65,45.65,44.50,45.05,45.65,44.25,51,5291,237708.00,
523384,MAH.RAS.APEX,T ,Q,95.10,95.15,95.00,95.00,95.00,99.90,5,400,38026.00,
523385,NILKAMAL L  ,A ,Q,1094.25,1110.10,1083.70,1095.85,1093.00,1099.05,251,2470,2716499.00,
523387,TRITON CORP.,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,73686,14000.00,
523391,NAHAR POLY  ,B ,Q,31.80,33.90,31.80,33.90,33.90,33.00,6,424,13499.00,
523395,3M INDIA LTD,A ,Q,22900.00,22924.65,22639.70,22801.20,22801.20,22715.80,96,112,2553485.00,
523398,JCHAC       ,B ,Q,1775.00,1832.45,1730.00,1770.85,1794.00,1736.80,79,227,400037.00,
523405,JM FINANCIAL,A ,Q,81.00,83.20,81.00,81.85,81.85,81.60,335,16660,1369867.00,
523411,ADCINDIA    ,X ,Q,218.05,225.00,217.60,224.20,220.20,219.10,16,653,144322.00,
523445,REL INDL INF,B ,Q,290.50,301.50,290.10,295.95,295.95,290.45,1119,37296,11071988.00,
523449,SHARP INDIA ,XT,Q,25.50,25.50,25.50,25.50,25.50,25.65,3,4,102.00,
523457,LINDEINDIA  ,A ,Q,538.50,544.35,531.50,537.00,537.00,540.00,268,4657,2505145.00,
523465,IND.BANK HSG,B ,Q,30.00,33.00,27.00,30.60,33.00,29.85,31,16076,488400.00,
523467,JAIMATA GLAS,X ,Q,0.31,0.31,0.30,0.31,0.31,0.30,8,27740,8579.00,
523475,LOTUS CHOC  ,X ,Q,19.50,19.50,17.50,19.00,19.00,19.95,8,856,16607.00,
523483,PACIFIC IND.,X ,Q,125.00,126.80,119.15,119.95,119.90,121.60,6,205,25461.00,
523523,RAINBOW PAP.,T ,Q,1.10,1.10,1.10,1.10,1.10,1.15,1,50,55.00,
523537,APM INDUS.  ,X ,Q,38.00,38.80,34.35,37.40,37.50,37.15,28,3152,115814.00,
523539,PRECISION WR,B ,Q,184.10,190.00,184.10,189.00,189.00,189.85,7,306,57800.00,
523550,KRYPTON IND ,X ,Q,16.80,16.80,16.00,16.00,16.00,15.65,9,3610,57873.00,
523558,NETWORK LTD.,XT,Q,1.74,1.74,1.74,1.74,1.74,1.66,1,1,1.00,
523574,FEL         ,B ,Q,31.40,31.80,31.40,31.65,31.80,31.70,35,4898,154683.00,
523586,IND.TONERS  ,X ,Q,133.00,133.00,118.70,121.65,118.70,121.00,46,1940,236983.00,
