SC_CODE,SC_NAME,OPEN,HIGH,LOW,CLOSE
<br>506128,PARNAXLAB   ,26.65,29.20,26.65,29.20
<br>506142,VYAPAR INDS ,27.55,27.55,27.55,27.55
<br>506146,VISAGAR POL ,0.46,0.49,0.41,0.48
<br>506186,GCKL        ,33.25,33.25,33.25,33.25
<br>506194,ARIH SUPER  ,56.05,58.60,55.00,57.65
<br>506197,BLISSGVS PH ,159.50,174.35,157.65,171.35
<br>506222,INEOSSTYRO  ,507.00,507.00,493.00,498.40
<br>506235,ALEMBIC LTD.,41.00,41.00,39.65,40.05
<br>506248,AMINES&PLAST,29.75,29.75,29.00,29.05
<br>506260,ANUH PHARMA ,125.00,130.50,125.00,128.75
<br>506261,MODISON MET.,40.60,41.45,40.00,40.55
<br>506285,BAYER CROP  ,4070.00,4080.05,4060.00,4074.50
<br>506390,CLARI CHEM  ,309.00,309.00,295.00,296.95
<br>506395,COROM INTER ,400.00,404.00,393.60,402.50
<br>506401,DEEPAK NITR.,283.35,290.00,282.30,283.90
<br>506405,DHARAMSI CHM,134.55,136.90,134.10,134.10
<br>506414,DIL LTD     ,709.95,709.95,673.00,685.25
<br>506480,GOCLCORP    ,265.00,265.00,256.85,259.05
<br>506520,JAYSHRI CHEM,6.30,6.69,6.25,6.27
<br>506522,JL MORISON  ,1405.00,1405.00,1405.00,1405.00
<br>506525,KANORIA CHEM,59.80,59.80,57.60,57.80
<br>506528,KELTECH EN. ,770.00,770.00,705.00,739.50
<br>506530,KEMP & CO.  ,610.00,610.00,610.00,610.00
<br>506532,NITTA GELA  ,117.40,120.35,117.40,118.95
<br>506579,ORIENT.CARB.,1135.75,1160.00,1135.75,1141.70
<br>506590,PHIL.CARBON ,122.00,136.50,122.00,134.05
<br>506597,AMAL PRODUCT,115.00,119.90,113.00,113.05
<br>506605,POLYCHEM    ,387.00,387.00,387.00,387.00
<br>506618,PUN.CHEM    ,678.00,685.00,657.70,667.30
<br>506642,SADHANA NITR,238.50,241.00,238.50,238.50
<br>506655,SUDARSH.CHEM,313.00,318.25,310.00,315.65
<br>506685,ULTRAMARINE ,225.00,233.00,220.00,225.00
<br>506687,TRANSPEK    ,1385.00,1389.95,1365.05,1375.55
<br>506690,UNICHEM LAB ,176.10,187.70,174.60,183.95
<br>506734,MYS PETRO   ,58.50,60.50,58.00,58.20
<br>506767,ALKYL AMINES,828.30,828.30,810.00,817.45
<br>506808,TUTICORIN.  ,4.15,4.15,3.98,3.98
<br>506820,ASTRAZEN.PH.,2257.50,2362.90,2249.50,2343.00
<br>506852,PUN.ALKALI  ,64.35,65.55,58.10,61.75
<br>506854,TANFAC IND. ,205.00,213.95,205.00,207.90
<br>506863,SWADESHI IND,0.99,0.99,0.99,0.99
<br>506879,GUJ.THEMIS. ,38.75,38.80,38.75,38.75
<br>506906,SCBL        ,5.80,5.80,5.30,5.39
<br>506910,JAYSN DYEST ,52.45,52.45,52.40,52.40
<br>506919,MAKERS LAB. ,51.00,51.05,48.20,49.05
<br>506943,J.B.CHEMICAL,331.00,337.00,328.20,334.80
<br>507155,JAGATJIT IND,40.00,41.00,37.20,37.30
<br>507180,KESAR ENT.  ,28.10,30.85,28.05,29.45
<br>507205,TILAKNAG IND,14.00,15.50,14.00,15.35
<br>507300,RAVALGAON   ,2565.00,2566.00,2565.00,2566.00
<br>507315,SAKTHI SUGAR,9.95,10.16,9.95,10.16
<br>507410,WALCHANDNGR ,82.00,82.00,79.40,79.85
<br>507435,KHOD.INDIA  ,64.90,64.90,59.05,62.55
<br>507438,IFB AGRO    ,407.00,423.70,402.05,408.15
<br>507442,DHARANI SUG ,10.00,10.44,10.00,10.44
<br>507450,THIRU A.SUG.,12.70,12.70,11.50,12.00
<br>507474,KOTHARI FERM,73.00,73.00,68.10,68.25
<br>507488,G.M.BREWERI ,499.75,501.00,495.40,499.25
<br>507490,RANA SUGARS ,2.95,3.09,2.92,3.08
<br>507514,SOM DISTILL.,134.00,138.50,133.40,136.40
<br>507525,AMRIT CORP  ,628.00,628.00,588.20,621.55
<br>507526,ASSO.ALCOHOL,214.00,225.00,210.00,216.30
<br>507552,FOODS & INNS,62.05,65.30,61.50,62.35
<br>507580,IVP LIMITED ,104.50,104.50,104.50,104.50
<br>507598,KLRFM       ,37.00,37.00,34.60,34.60
<br>507621,MILKFOOD    ,374.80,379.00,370.00,376.30
<br>507645,POLSON LTD. ,9900.00,10200.00,9900.00,9995.45
<br>507663,SAGAR SOYA  ,0.64,0.64,0.64,0.64
<br>507685,WIPRO LTD.  ,285.90,289.90,285.55,286.75
<br>507690,ORIENT BEVER,89.00,89.00,80.55,81.00
<br>507717,DHAN AGRI   ,360.30,369.15,357.05,368.15
<br>507747,TTK HEALTHCA,626.00,647.05,626.00,626.70
<br>507753,TGVSL       ,36.55,37.65,35.75,36.85
<br>507759,LIME CHEM.  ,32.70,32.70,30.00,30.10
<br>507779,KANPUR PLAST,112.50,113.35,111.50,111.55
<br>507789,JAGSON PHAR ,23.05,26.95,23.05,25.05
<br>507794,KHAITAN CHEM,7.96,8.50,7.90,8.09
<br>507813,NATI. OXYGEN,37.70,38.00,32.80,32.85
<br>507815,GILLETTE (I),6900.00,6949.40,6864.60,6926.65
<br>507828,ANSALHSG    ,10.00,10.50,10.00,10.02
<br>507836,MAC CHARLES ,275.00,280.00,275.00,279.70
<br>507864,PION INVEST ,27.95,28.15,25.45,28.00
<br>507872,ASHNOOR TEX.,12.55,12.55,12.55,12.55
<br>507878,UNITECH LTD ,1.37,1.45,1.37,1.42
<br>507880,VIP INDUS.  ,427.00,433.00,425.25,429.70
<br>507910,FIBERWB IN  ,22.85,22.95,21.50,22.10
<br>507912,LKP FIN     ,99.50,101.00,97.05,98.00
<br>507944,BAJAJ STEEL ,249.00,253.00,245.00,246.05
<br>507960,GUJ.HOTELS  ,101.30,103.75,101.00,103.65
<br>507981,JINDAL HOTL ,37.40,40.05,35.40,39.95
<br>507998,SIMMONDS-MAR,69.55,77.00,69.55,73.00
<br>508136,BNALTD      ,135.00,150.00,135.00,144.90
<br>508486,HAWKINS COOK,2941.05,2960.20,2940.00,2950.65
<br>508494,WARREN TEA  ,55.90,56.90,53.00,56.15
<br>508807,IST LTD.    ,621.05,622.80,621.00,621.50
<br>508814,COSMO FILMS ,205.00,207.00,200.00,205.75
<br>508860,DIAMANT     ,0.60,0.60,0.60,0.60
<br>508869,APOLLO HOSP.,1136.45,1158.00,1131.90,1138.05
<br>508875,NITINCAST   ,75.75,75.75,75.75,75.75
<br>508906,EVEREST INDS,400.00,410.20,400.00,409.75
<br>508922,MSR INDIA   ,9.09,9.09,8.27,8.51
<br>508933,AYMSYNTEX   ,33.75,37.00,33.75,34.55
<br>508941,PANASON CAR ,309.60,315.00,305.00,313.45
<br>508969,SULABH ENG. ,0.80,0.80,0.78,0.78
<br>508989,NAVNETEDUL  ,108.00,108.50,107.10,107.90
<br>508996,SATPROP LTD ,1.55,1.55,1.55,1.55
<br>509009,AUSOM ENT   ,35.25,36.00,34.50,35.40
<br>509020,RUCHI INFRA.,3.14,3.14,3.04,3.10
<br>509048,LANCOR HOLDS,14.30,14.70,13.65,14.65
<br>509051,INDIAN INFO.,0.19,0.19,0.19,0.19
<br>509055,VISAKA IND. ,342.40,346.00,337.00,340.75
<br>509073,HATHWAY BHAW,4.23,4.23,4.23,4.23
<br>509077,PRESSMN     ,25.60,25.60,24.10,24.20
<br>509079,GUFIC BIO SC,74.75,75.40,73.25,73.80
<br>509148,GOVIND RUBB.,2.93,3.23,2.93,3.20
<br>509162,INDAG RUBBER,96.00,98.90,94.00,98.50
<br>509196,M.M.RUBBER  ,68.15,68.15,63.05,68.15
<br>509220,PTL LTD     ,39.55,41.15,39.50,40.20
<br>509243,TVS SRICHAKR,2033.05,2149.90,2033.00,2056.85
<br>509472,CRAVATEX    ,267.05,290.00,267.05,268.00
<br>509480,BERGE PAINT ,296.75,301.90,295.20,299.85
<br>509486,CAPRIHANS   ,51.05,57.40,51.05,55.70
<br>509488,GRAPHITE IN.,314.00,333.45,314.00,325.30
<br>509496,ITDCEM      ,109.00,114.00,108.25,112.60
<br>509525,EMPIRE IND. ,804.00,804.00,760.00,772.90
<br>509546,GRAVISS HOSP,19.90,21.75,19.90,21.75
<br>509557,GARFIBRES   ,1044.95,1045.00,995.00,1003.80
<br>509563,GARWA.MARINE,2.70,2.70,2.70,2.70
<br>509567,GOA CARBON  ,328.90,374.90,325.85,365.95
<br>509597,HARDCASTLE  ,255.60,255.60,242.85,255.40
<br>509631,HEG LIMITED ,1565.00,1630.80,1565.00,1598.80
<br>509635,HIND.COMPOSI,209.95,210.00,200.20,204.00
<br>509675,HIL         ,1690.00,1754.95,1690.00,1735.65
<br>509709,INT.CONVEYOR,26.00,26.00,25.00,25.00
<br>509715,JAYSHRE TEA ,57.65,57.65,56.30,56.55
<br>509820,PAPERPROD   ,259.80,260.00,248.50,250.05
<br>509835,PREMIER SYN.,8.44,8.44,8.44,8.44
<br>509874,SHALIMAR PAI,76.25,77.50,75.75,76.50
<br>509895,HIND MILLS  ,237.35,237.35,230.40,237.35
<br>509930,SUPREM IND  ,954.50,959.70,951.00,954.10
<br>509966,VST INDUS.  ,3509.45,3545.80,3478.15,3512.70
<br>510245,SWASTI VINAY,3.32,3.32,3.05,3.26
<br>511012,YAMINI INVES,0.28,0.28,0.28,0.28
<br>511034,JINDAL DRILL,88.15,91.05,88.15,88.75
<br>511064,APLAYA      ,0.52,0.52,0.52,0.52
<br>511066,SAKTHI FIN. ,16.65,17.05,16.60,17.05
<br>511072,DEWAN H.FIN.,111.20,116.20,109.35,112.60
<br>511076,SAT IND LTD ,29.95,29.95,27.85,28.00
<br>511108,SHIVA TEXYAM,153.00,182.00,153.00,177.50
<br>511116,QUADRANT    ,0.27,0.27,0.25,0.25
<br>511131,KAMAN HSG   ,5.61,6.80,5.60,6.80
<br>511147,WALL ST.FIN.,27.90,27.90,25.95,26.20
<br>511196,CANFIN HOMES,312.90,321.80,311.20,320.05
<br>511208,IL & FS INVE,3.80,4.09,3.77,4.02
<br>511218,SHRIRAM TRAN,1002.10,1043.35,1001.15,1033.95
<br>511243,CHOLAFIN    ,1313.15,1356.90,1294.90,1350.50
<br>511288,GRUH FINANCE,300.05,307.40,300.05,306.10
<br>511333,VLS FINANCE ,55.70,56.60,53.95,56.45
<br>511359,AD-MANUM FIN,19.85,19.85,19.85,19.85
<br>511377,MEHTA I.FIN ,5.16,5.16,5.16,5.16
<br>511389,VIDEOCON IND,1.95,2.04,1.93,1.95
<br>511411,SHRISTINFRA ,175.00,182.00,170.50,182.00
<br>511413,CREST       ,109.00,114.45,106.80,114.00
<br>511431,VAKRANGEE   ,49.00,50.90,47.65,48.75
<br>511451,DHARANI FIN.,2.85,2.85,2.85,2.85
<br>511463,ALEXANDER   ,16.80,17.60,16.57,16.88
<br>511473,IND.BANK MER,8.99,8.99,8.50,8.50
<br>511501,BHARAT BHUSH,17.50,18.15,17.50,18.15
<br>511509,VIVO BIO TEC,49.00,49.00,47.80,47.80
<br>511523,VEERHEALTH  ,8.00,8.00,8.00,8.00
<br>511533,SAHARA HOUSG,36.75,40.35,33.10,38.40
<br>511551,MONARCH     ,30.05,31.45,30.05,31.45
<br>511557,PRO FIN CAP.,46.90,46.90,46.90,46.90
<br>511559,TIMES GUARAN,31.20,31.20,31.20,31.20
<br>511577,SAVANI FIN. ,7.69,8.49,7.69,8.49
<br>511589,AVONMORE    ,13.41,13.65,12.31,13.22
<br>511593,LIBORD FIN  ,10.40,10.40,10.40,10.40
<br>511605,ARIHANT CAP.,58.80,59.00,55.50,56.85
<br>511626,R R FINANCE.,11.01,11.01,11.01,11.01
<br>511630,SAMBHAAV MED,4.55,4.55,3.85,4.00
<br>511658,NETTLINX LTD,34.80,35.90,33.40,34.50
<br>511664,BGIL FL TEC ,2.07,2.07,2.07,2.07
<br>511672,SCANSTL     ,33.95,35.80,33.00,35.50
<br>511676,GIC HOUSING ,239.85,247.40,239.70,246.60
<br>511690,WARNER MULTI,0.96,0.96,0.96,0.96
<br>511716,ESCORT FINAN,3.10,3.40,3.09,3.24
<br>511724,BAID LEASING,66.20,66.20,66.10,66.10
<br>511726,VIPUL LTD   ,49.95,49.95,46.10,46.60
<br>511736,USHDEV INTNL,0.31,0.31,0.31,0.31
<br>511742,UGROCAP     ,192.40,192.40,180.00,180.00
<br>511754,SHALIB.FINAN,77.15,83.00,77.00,82.20
<br>511760,SEVENHILL   ,2.70,2.70,2.70,2.70
<br>511764,UPASANA FIN.,46.90,47.00,43.55,44.25
<br>511766,MUTHOOT CAP ,730.25,736.75,725.20,725.55
<br>512018,CNI RES LTD ,1.93,1.93,1.93,1.93
<br>512047,ROYAL IND   ,1.54,1.54,1.54,1.54
<br>512048,LUHARUKA    ,0.56,0.56,0.56,0.56
<br>512068,DECCANGOLD  ,25.30,26.95,25.30,26.40
<br>512070,UPL         ,973.00,992.85,960.05,970.20
<br>512093,CRANES SOFTW,1.40,1.41,1.29,1.29
<br>512103,NIDHI GRANIT,24.90,24.90,24.90,24.90
<br>512131,SIGNET IND  ,36.00,36.30,35.10,35.55
<br>512161,8KMILES     ,102.55,105.05,101.25,102.95
<br>512175,VAMA INDS   ,8.10,8.25,8.06,8.25
<br>512179,SUNTECK REAL,461.35,461.50,437.05,443.65
<br>512197,SILVEROAK   ,3.09,3.09,3.09,3.09
<br>512215,STEPHANOTIS ,66.35,66.35,63.20,66.35
<br>512217,PRISM MEDI  ,30.90,30.90,28.05,28.10
<br>512229,VERITAS     ,49.00,51.00,49.00,51.00
<br>512237,JAI CORP LTD,99.35,103.35,99.35,100.80
<br>512247,ASHIRWAD CAP,3.40,3.40,3.25,3.25
<br>512257,SVARTCORP   ,4.04,4.44,4.00,4.44
<br>512267,MEDIA MATRIX,4.15,4.50,4.15,4.46
<br>512289,SHIRPUR GOLD,12.55,12.90,12.40,12.45
<br>512296,BHAGYA INL  ,26.30,27.20,26.30,27.20
<br>512379,CRESSANDA SO,0.19,0.19,0.19,0.19
<br>512381,STARTECK    ,23.30,23.35,23.10,23.10
<br>512425,NIRAV COMMER,228.00,228.00,228.00,228.00
<br>512437,APOLLO FIN I,52.05,52.05,50.00,50.00
<br>512453,SHRI JAGDAMB,211.50,249.70,211.50,225.45
<br>512455,LLOYDS MET E,10.75,11.15,10.75,11.09
<br>512463,SHREE GLOBAL,2.05,2.05,2.05,2.05
<br>512477,BETEX INDIA ,23.70,23.70,21.85,22.70
<br>512493,GARNET INTL ,46.00,46.00,45.10,45.15
<br>512519,DONEAR IND. ,35.90,36.65,35.30,35.60
<br>512527,SUPER SAL IN,398.50,403.00,380.00,395.10
<br>512529,SEQUENT     ,68.75,69.60,67.55,68.10
<br>512531,STC INDIA   ,108.20,111.30,107.75,108.75
<br>512553,ZENITH EXP. ,102.75,102.75,97.50,102.75
<br>512559,KOHINORFOODS,25.25,26.30,25.25,25.65
<br>512565,R.T.EXPORTS ,4.56,4.56,4.56,4.56
<br>512573,AVANTI FEEDS,333.10,336.90,326.50,328.85
<br>512597,KEYFINSER   ,41.65,41.65,37.75,38.00
<br>512599,ADANI ENTER ,119.00,120.45,116.10,118.95
<br>512604,HARIA EXPORT,1.38,1.38,1.38,1.38
<br>512608,BHANDARI HOS,1.84,1.84,1.71,1.77
<br>512626,ORBIT EXPORT,115.00,115.50,113.00,113.05
<br>512634,SAVERA IND  ,63.05,66.65,61.20,62.10
<br>513010,TATA SPONGE ,675.65,680.10,669.50,673.00
<br>513023,NAV BHAR VEN,90.40,92.75,89.65,91.40
<br>513043,REMI EDEL   ,32.30,32.30,32.25,32.25
<br>513059,G.S.AUTO INT,6.10,6.42,6.10,6.15
<br>513097,SHIV.BIMETAL,112.15,115.75,111.45,113.90
<br>513108,GANDHI SP.TU,364.00,364.00,355.00,356.25
<br>513121,ORICON ENT  ,21.70,23.30,21.60,22.85
<br>513142,BALASORE    ,17.25,18.05,16.55,17.50
<br>513149,ACROW INDIA ,126.00,138.90,126.00,138.90
<br>513179,NAT STL AGRO,4.00,4.42,4.00,4.32
<br>513216,UTTAM GALVA ,9.96,9.96,9.40,9.64
<br>513228,PENNAR STEEL,31.05,32.30,31.05,31.85
<br>513252,JAY USHIN   ,360.00,360.00,360.00,360.00
<br>513262,ST.STR.WHEEL,795.00,801.00,792.00,800.95
<br>513269,MAN IND.(I) ,59.45,59.70,57.70,58.40
<br>513291,PREM PIPES  ,13.80,13.80,13.80,13.80
<br>513335,METALFORGE  ,8.40,8.50,8.03,8.50
<br>513349,AJMERA      ,158.70,159.75,155.00,157.40
<br>513353,COCHIN MIN. ,164.85,164.85,159.00,161.65
<br>513359,PARINFRA    ,1.77,1.77,1.77,1.77
<br>513361,ISW LTD     ,0.92,0.96,0.89,0.92
<br>513369,RAJKUMAR FRG,30.30,31.05,30.30,31.05
<br>513375,CARBORUNDUM ,358.95,359.80,352.00,358.55
<br>513377,MINERAL&METL,23.90,24.30,23.75,23.90
<br>513401,ASHIANA ISP.,21.50,23.00,21.50,23.00
<br>513434,TATA METALIK,589.80,592.00,576.55,581.80
<br>513436,SHAH ALLOYS ,12.85,13.70,12.85,13.70
<br>513446,MONNETISPA  ,20.00,21.00,20.00,20.55
<br>513472,SIMPLEX CAST,61.00,61.00,61.00,61.00
<br>513488,SH.STEEL WIR,13.70,13.70,13.15,13.15
<br>513509,KALYANI FORG,269.00,274.50,267.00,270.25
<br>513511,PANCH.STEEL ,37.00,37.00,35.55,35.55
<br>513513,ADITYA ISPAT,7.45,7.45,6.80,6.80
<br>513515,S.R.INDUS.  ,2.08,2.28,2.08,2.08
<br>513517,STEELCAST   ,146.00,146.50,146.00,146.00
<br>513519,PITTIENG    ,43.05,45.30,43.05,44.30
<br>513532,PRADEEP MET.,61.55,62.25,61.55,62.25
<br>513534,VARDHMAN IND,2.18,2.18,2.08,2.08
<br>513554,MAHA STEEL  ,160.60,161.95,160.60,161.00
<br>513558,REAL STRIPS ,14.92,14.92,14.92,14.92
<br>513566,NOVA IRON&ST,5.26,5.80,5.26,5.80
<br>513599,HIND.COPPER ,40.55,40.85,39.95,40.20
<br>513605,SRIPIPES    ,175.05,180.45,174.75,179.15
<br>513642,AXEL POLYMER,11.10,11.15,11.10,11.15
<br>513683,NLCINDIA    ,64.50,64.60,63.60,64.05
<br>513687,SPECTRA IND.,4.49,4.49,4.07,4.07
<br>513691,JMT AUTO LTD,1.90,1.95,1.90,1.90
<br>513693,KIC METALIKS,57.95,58.00,57.95,58.00
<br>513699,SOLID STONE ,90.00,90.00,90.00,90.00
<br>513703,KUMAR WIRE  ,37.00,37.00,37.00,37.00
<br>513709,SHILP GRAVUR,94.00,94.10,91.15,91.30
<br>513713,WHITEORG    ,17.30,17.70,16.75,16.90
<br>513729,ARO GRANITE ,50.00,51.10,48.55,50.85
<br>514010,HIM.FIBRES  ,1.68,1.68,1.68,1.68
<br>514028,RAJKAMAL SYN,8.14,8.14,8.14,8.14
<br>514030,DEEPAK SPINN,93.50,95.00,90.00,90.55
<br>514034,JBF IND.LTD ,17.50,18.15,17.15,17.60
<br>514036,LOY.TEX MILL,390.00,400.00,390.00,398.00
<br>514043,HIMAT.SEIDE ,183.00,185.05,181.30,182.90
<br>514045,BSL LTD.    ,39.50,40.00,39.00,40.00
<br>514087,PBM POLYTEX ,79.70,79.70,73.50,74.35
<br>514138,SURYALATA SP,116.05,116.05,116.05,116.05
<br>514142,TT LTD.     ,43.10,44.20,43.10,44.05
<br>514162,WELSPUN (I) ,51.55,52.75,51.45,51.65
<br>514165,IND.ACRYLICS,13.65,14.87,13.47,14.79
<br>514167,GANESH ECOSP,285.20,308.00,285.00,296.70
<br>514171,CEETA IND.  ,6.61,6.61,6.61,6.61
<br>514175,VARDHMAN POL,6.20,6.20,6.20,6.20
<br>514183,BLA ROS IND ,41.00,42.35,41.00,42.30
<br>514211,SUMEET INDUS,3.04,3.10,3.00,3.09
<br>514215,BINNY LTD.  ,110.00,110.00,102.75,105.00
<br>514221,KLIFESTYLE  ,0.19,0.19,0.19,0.19
<br>514223,RAMGOPAL POL,2.00,2.00,2.00,2.00
<br>514234,SANGAM INDIA,50.30,53.00,50.10,51.75
<br>514264,SEASONS TEXT,9.45,9.45,8.80,9.00
<br>514266,ZENITH FIBRE,54.95,55.00,52.05,53.00
<br>514272,BHILWARA SP.,13.10,13.12,11.89,11.89
<br>514274,AARVEE DENIM,22.55,22.55,22.50,22.50
<br>514286,ASHIMA LTD. ,9.66,10.30,9.56,10.11
<br>514300,PIONEER EMB ,24.60,25.75,24.60,25.25
<br>514302,VIPPY SPIN. ,33.80,38.05,33.80,38.00
<br>514318,JATTAINDUS  ,14.81,14.81,14.81,14.81
<br>514322,KAMADGIRI   ,80.00,80.00,80.00,80.00
<br>514326,PATSPIN INDI,9.35,10.28,9.06,9.99
<br>514330,OVERSEAS SYN,3.58,3.75,3.58,3.75
<br>514332,NEOINFRA    ,25.00,25.00,25.00,25.00
<br>514348,WINSOME YRN ,1.00,1.02,1.00,1.02
<br>514354,PREMIER POLY,22.00,24.00,21.45,23.00
<br>514358,EVERLON SYN.,14.20,14.20,14.16,14.16
<br>514394,AJIL        ,44.45,46.25,44.45,44.45
<br>514418,MANORG      ,452.20,452.20,452.20,452.20
<br>514428,HINDU.ADHESI,66.00,70.00,66.00,69.50
<br>514448,JYOTI RESINS,148.00,164.90,146.50,159.95
<br>514450,MAHA.RUBTECH,37.20,39.05,37.10,38.95
<br>514470,WIMSOME TEXT,24.00,24.00,23.80,23.95
<br>514474,FAIRDEAL FIL,83.00,84.90,82.25,84.70
<br>515018,REG.CERAMIC ,2.55,2.77,2.51,2.75
<br>515030,ASAHI IN.GLA,211.25,222.20,210.15,215.50
<br>515037,MURD.CERAM  ,18.00,18.50,18.00,18.50
<br>515043,SAINT-GOBAIN,51.55,52.75,51.55,51.90
<br>515055,ANANTRAJ    ,27.45,27.65,27.35,27.50
<br>515059,MADHUS.IND. ,15.50,15.50,15.50,15.50
<br>515085,RESTILE CER.,3.30,3.30,3.25,3.27
<br>515093,MADHAV MARB.,37.35,38.50,37.35,38.50
<br>515127,RAMASIGNS   ,12.65,12.65,12.65,12.65
<br>515145,HIND.NAT.GLS,67.00,77.65,67.00,70.05
<br>515147,HALDYN GLASS,30.40,31.25,30.25,31.10
<br>516003,DUROPLY     ,72.20,73.90,70.00,70.10
<br>516007,MANGALAM TIM,11.90,12.15,10.20,10.55
<br>516016,SHREYANS IND,140.00,140.50,137.00,139.05
<br>516022,STAR PAPER  ,109.00,109.70,105.20,106.60
<br>516030,YASH PAPERS ,48.80,51.50,48.60,50.30
<br>516062,NAT.PLYWOOD ,30.20,30.20,30.20,30.20
<br>516064,ARROWGREEN  ,59.10,61.75,57.10,59.85
<br>516072,VISHNU CHEM ,130.25,136.00,129.40,130.00
<br>516082,N.R.AGARWAL ,295.20,304.95,295.20,303.25
<br>516086,SH.RAJES.PAP,7.45,7.45,7.45,7.45
<br>516092,3PLAND      ,10.05,10.05,10.05,10.05
<br>516106,SH.KARTHIK P,9.95,9.95,8.61,9.50
<br>516108,S.I.PAPER   ,75.95,75.95,72.65,72.90
<br>517015,VINDHYA TELE,1353.85,1383.50,1325.00,1348.00
<br>517035,RUTTONSHA IN,41.00,43.40,39.00,40.75
<br>517041,ADORWELDING ,340.00,340.00,303.30,305.70
<br>517044,INT.DATA MAN,11.39,11.39,11.39,11.39
<br>517059,SALZER ELEC ,108.00,110.90,106.10,109.05
<br>517063,JETINFOTRAN ,30.00,31.30,27.60,29.95
<br>517080,HIGHGROUND  ,5.20,5.44,5.20,5.36
<br>517119,PCS TECH    ,8.73,8.73,8.71,8.71
<br>517146,USHA MART.LT,32.15,32.45,31.50,31.80
<br>517166,SPEL SEMICON,5.40,6.75,5.40,6.28
<br>517168,SUBROS LTD. ,231.40,233.15,225.00,230.40
<br>517174,HONEYWELL   ,23751.00,24000.00,23751.00,23933.45
<br>517206,LUMAX IND   ,1435.00,1435.00,1387.65,1402.95
<br>517214,SPICEMOBI   ,6.85,7.29,6.40,6.93
<br>517224,SUJANA INDUS,0.27,0.27,0.26,0.26
<br>517236,CALCOM VISIO,25.50,25.50,24.25,24.50
<br>517238,DYNAVISION  ,49.20,49.25,49.20,49.25
<br>517246,BCC FUBA    ,12.20,12.20,12.20,12.20
<br>517271,HBL P SYS   ,23.40,23.65,22.80,22.85
<br>517288,GUJARATPOLY ,32.30,33.50,30.70,30.85
<br>517300,GUJ.IND.POW.,69.15,73.90,69.00,72.55
<br>517330,CMI LTD.    ,116.60,118.55,116.60,118.55
<br>517334,MOTHERSON SS,121.00,121.00,114.00,117.40
<br>517344,MINDTECK (I),34.05,34.80,32.10,34.50
<br>517354,HAVELLSINDIA,726.00,738.95,724.00,735.00
<br>517372,GUJ.INTRUX  ,74.55,77.90,72.25,73.95
<br>517380,IGARSHI MOT ,264.95,264.95,248.20,253.00
<br>517385,SYMPHONY    ,1199.50,1236.00,1177.10,1233.45
<br>517411,SHYAM TELEC.,6.00,6.00,6.00,6.00
<br>517415,LEE&NEE SOFT,1.10,1.10,1.10,1.10
<br>517417,PATEL AIRTEM,94.05,94.05,94.05,94.05
<br>517421,BFLYGANDHI  ,168.80,182.00,168.50,176.65
<br>517437,DUTRON POLY.,147.25,159.00,147.25,147.25
<br>517447,R.S.SOFTWARE,25.95,26.50,25.50,25.85
<br>517449,MAGNA ELECTR,178.90,184.00,178.80,183.95
<br>517467,MARSONS     ,1.49,1.49,1.49,1.49
<br>517477,ELNET TECH. ,92.40,94.00,92.40,93.35
<br>517481,APTL        ,1.78,1.78,1.78,1.78
<br>517494,ACCEL       ,9.19,9.50,8.71,9.15
<br>517498,WEBELSOLAR  ,21.10,23.50,20.25,23.05
<br>517500,ROTO PUMPS  ,137.00,139.40,132.00,133.00
<br>517506,TTK PRESTIGE,7244.90,7700.00,6959.85,7084.45
<br>517514,DHINDIA     ,19.50,19.50,16.65,17.50
<br>517518,LEEL        ,9.35,10.15,9.35,9.35
<br>517522,RAJ GLO WIR ,744.00,749.90,731.00,738.35
<br>517530,SURANATP    ,3.83,4.00,3.83,4.00
<br>517536,ONWARD TECHN,51.00,51.70,50.45,51.00
<br>517544,CENTUM ELEC ,440.00,440.00,440.00,440.00
<br>517546,ALFA TRANSFO,22.35,22.35,22.35,22.35
<br>517548,STARLITE COM,15.20,16.20,15.05,15.85
<br>517554,NHCFOODS    ,6.26,6.26,5.83,5.99
<br>517562,TRIGYN TECH ,70.95,70.95,67.85,68.60
<br>517569,KEI INDUST. ,390.05,394.55,382.00,387.65
<br>517571,IMPPOWERS   ,34.40,34.65,32.15,32.90
<br>518011,KEERTHI     ,55.05,55.25,52.35,54.00
<br>518029,GUJ.SIDH.CEM,20.00,20.20,20.00,20.00
<br>518091,ANJANI PORTL,152.65,152.65,143.60,143.95
<br>519003,MODINATURAL ,63.00,63.00,63.00,63.00
<br>519031,SHAH FOOD(P),55.05,55.05,55.05,55.05
<br>519091,TASTY BITE  ,8360.25,8500.00,8360.20,8380.00
<br>519097,RITESH INTER,5.00,5.00,4.76,4.76
<br>519105,AVT NATURAL ,22.60,23.25,22.55,23.10
<br>519126,HIND.FOODS  ,397.05,436.00,397.05,412.05
<br>519136,NAHAR INDUST,39.95,39.95,38.20,39.75
<br>519152,VADILAL ENT ,860.00,934.20,860.00,898.90
<br>519156,VADILAL IND ,511.00,519.95,504.70,516.05
<br>519183,ADF FOODS LT,232.10,253.80,232.10,243.00
<br>519224,WILLIAM.MAGO,21.35,22.40,20.40,22.40
<br>519248,JVL AGRO    ,1.70,1.79,1.66,1.68
<br>519260,SANWARIA    ,7.70,7.86,7.50,7.55
<br>519262,PRIMA AGRO L,10.00,10.00,10.00,10.00
